character,frequency,is_variant,filter_layer,reason,modern_equivalents
龢,1,False,,passed all layers — likely truly disappeared,
垸,1,False,,passed all layers — likely truly disappeared,
趷,1,False,,passed all layers — likely truly disappeared,
胉,1,False,,passed all layers — likely truly disappeared,
稌,1,False,,passed all layers — likely truly disappeared,
饸,1,False,,passed all layers — likely truly disappeared,
甞,1,False,,passed all layers — likely truly disappeared,
獡,1,False,,passed all layers — likely truly disappeared,
矲,1,False,,passed all layers — likely truly disappeared,
碈,1,False,,passed all layers — likely truly disappeared,
瞖,1,False,,passed all layers — likely truly disappeared,
尀,1,True,1,Unihan variant of {'叵'},叵
楋,1,False,,passed all layers — likely truly disappeared,
兪,1,True,1,Unihan variant of {'俞'},俞
侲,1,False,,passed all layers — likely truly disappeared,
峿,1,False,,passed all layers — likely truly disappeared,
钊,1,False,,passed all layers — likely truly disappeared,
郃,1,False,,passed all layers — likely truly disappeared,
辠,1,True,1,Unihan variant of {'罪'},罪
陻,1,True,1,Unihan variant of {'堙'},堙
疈,1,False,,passed all layers — likely truly disappeared,
镉,1,False,,passed all layers — likely truly disappeared,
瀥,1,False,,passed all layers — likely truly disappeared,
嫧,1,False,,passed all layers — likely truly disappeared,
霔,1,False,,passed all layers — likely truly disappeared,
佅,1,False,,passed all layers — likely truly disappeared,
磢,1,False,,passed all layers — likely truly disappeared,
堛,1,False,,passed all layers — likely truly disappeared,
怐,1,False,,passed all layers — likely truly disappeared,
愗,1,False,,passed all layers — likely truly disappeared,
嘼,1,False,,passed all layers — likely truly disappeared,
譳,1,False,,passed all layers — likely truly disappeared,
饙,1,False,,passed all layers — likely truly disappeared,
酭,1,False,,passed all layers — likely truly disappeared,
髂,1,False,,passed all layers — likely truly disappeared,
輵,1,False,,passed all layers — likely truly disappeared,
踼,1,False,,passed all layers — likely truly disappeared,
窙,1,False,,passed all layers — likely truly disappeared,
狘,1,False,,passed all layers — likely truly disappeared,
猲,1,False,,passed all layers — likely truly disappeared,
菢,1,False,,passed all layers — likely truly disappeared,
舚,1,False,,passed all layers — likely truly disappeared,
揃,1,False,,passed all layers — likely truly disappeared,
尟,1,False,,passed all layers — likely truly disappeared,
鷾,1,False,,passed all layers — likely truly disappeared,
鸸,1,False,,passed all layers — likely truly disappeared,
蒢,1,False,,passed all layers — likely truly disappeared,
碢,1,False,,passed all layers — likely truly disappeared,
迒,1,False,,passed all layers — likely truly disappeared,
鉟,1,False,,passed all layers — likely truly disappeared,
潀,1,False,,passed all layers — likely truly disappeared,
尵,1,False,,passed all layers — likely truly disappeared,
禝,1,False,,passed all layers — likely truly disappeared,
絬,1,False,,passed all layers — likely truly disappeared,
灬,1,True,1,Unihan variant of {'火'},火
辧,1,False,,passed all layers — likely truly disappeared,
樻,1,False,,passed all layers — likely truly disappeared,
歏,1,False,,passed all layers — likely truly disappeared,
鵽,1,False,,passed all layers — likely truly disappeared,
槹,1,False,,passed all layers — likely truly disappeared,
嘨,1,False,,passed all layers — likely truly disappeared,
鬂,1,False,,passed all layers — likely truly disappeared,
挅,1,False,,passed all layers — likely truly disappeared,
籓,1,False,,passed all layers — likely truly disappeared,
昬,1,True,1,Unihan variant of {'昏'},昏
虖,1,False,,passed all layers — likely truly disappeared,
赕,1,False,,passed all layers — likely truly disappeared,
墝,1,False,,passed all layers — likely truly disappeared,
埆,1,False,,passed all layers — likely truly disappeared,
桯,1,False,,passed all layers — likely truly disappeared,
涭,1,False,,passed all layers — likely truly disappeared,
浞,1,False,,passed all layers — likely truly disappeared,
譈,1,False,,passed all layers — likely truly disappeared,
罋,1,True,1,Unihan variant of {'瓮'},瓮
羮,1,True,1,Unihan variant of {'羹'},羹
晩,1,True,1,Unihan variant of {'晚'},晚
簰,1,False,,passed all layers — likely truly disappeared,
嶲,1,False,,passed all layers — likely truly disappeared,
葠,1,False,,passed all layers — likely truly disappeared,
朄,1,False,,passed all layers — likely truly disappeared,
遉,1,False,,passed all layers — likely truly disappeared,
癕,1,False,,passed all layers — likely truly disappeared,
緛,1,False,,passed all layers — likely truly disappeared,
辁,1,False,,passed all layers — likely truly disappeared,
冖,1,False,,passed all layers — likely truly disappeared,
鐉,1,False,,passed all layers — likely truly disappeared,
蹎,1,False,,passed all layers — likely truly disappeared,
锔,1,False,,passed all layers — likely truly disappeared,
裻,1,False,,passed all layers — likely truly disappeared,
瘯,1,False,,passed all layers — likely truly disappeared,
鍑,1,False,,passed all layers — likely truly disappeared,
楶,1,False,,passed all layers — likely truly disappeared,
疖,1,False,,passed all layers — likely truly disappeared,
儑,1,False,,passed all layers — likely truly disappeared,
腽,1,False,,passed all layers — likely truly disappeared,
讘,1,False,,passed all layers — likely truly disappeared,
斨,1,False,,passed all layers — likely truly disappeared,
劀,1,False,,passed all layers — likely truly disappeared,
艗,1,False,,passed all layers — likely truly disappeared,
瘆,1,False,,passed all layers — likely truly disappeared,
賏,1,False,,passed all layers — likely truly disappeared,
簩,1,False,,passed all layers — likely truly disappeared,
焌,1,False,,passed all layers — likely truly disappeared,
痑,1,False,,passed all layers — likely truly disappeared,
籦,1,False,,passed all layers — likely truly disappeared,
浻,1,False,,passed all layers — likely truly disappeared,
筣,1,False,,passed all layers — likely truly disappeared,
笓,1,True,1,Unihan variant of {'篦'},篦
瀡,1,False,,passed all layers — likely truly disappeared,
醷,1,False,,passed all layers — likely truly disappeared,
鱙,1,False,,passed all layers — likely truly disappeared,
獳,1,False,,passed all layers — likely truly disappeared,
篣,1,False,,passed all layers — likely truly disappeared,
甝,1,False,,passed all layers — likely truly disappeared,
靭,1,False,,passed all layers — likely truly disappeared,
筕,1,False,,passed all layers — likely truly disappeared,
篖,1,False,,passed all layers — likely truly disappeared,
瑦,1,False,,passed all layers — likely truly disappeared,
葌,1,False,,passed all layers — likely truly disappeared,
虈,1,False,,passed all layers — likely truly disappeared,
箳,1,False,,passed all layers — likely truly disappeared,
篂,1,False,,passed all layers — likely truly disappeared,
姉,1,True,1,Unihan variant of {'姊'},姊
埇,1,True,1,Unihan variant of {'甬'},甬
恄,1,False,,passed all layers — likely truly disappeared,
腁,1,True,1,Unihan variant of {'胼'},胼
浉,1,False,,passed all layers — likely truly disappeared,
譌,1,False,,passed all layers — likely truly disappeared,
劔,1,False,,passed all layers — likely truly disappeared,
椇,1,False,,passed all layers — likely truly disappeared,
愽,1,True,1,Unihan variant of {'博'},博
岊,1,False,,passed all layers — likely truly disappeared,
谫,1,False,,passed all layers — likely truly disappeared,
滍,1,False,,passed all layers — likely truly disappeared,
碯,1,True,1,Unihan variant of {'瑙'},瑙
灨,1,False,,passed all layers — likely truly disappeared,
榤,1,False,,passed all layers — likely truly disappeared,
涒,1,False,,passed all layers — likely truly disappeared,
渻,1,False,,passed all layers — likely truly disappeared,
湏,1,False,,passed all layers — likely truly disappeared,
騗,1,False,,passed all layers — likely truly disappeared,
踜,1,False,,passed all layers — likely truly disappeared,
鞁,1,False,,passed all layers — likely truly disappeared,
蜫,1,False,,passed all layers — likely truly disappeared,
蜦,1,False,,passed all layers — likely truly disappeared,
飰,1,False,,passed all layers — likely truly disappeared,
瑝,1,False,,passed all layers — likely truly disappeared,
蛁,1,False,,passed all layers — likely truly disappeared,
蟟,1,False,,passed all layers — likely truly disappeared,
欔,1,False,,passed all layers — likely truly disappeared,
纼,1,False,,passed all layers — likely truly disappeared,
硏,1,True,1,Unihan variant of {'研'},研
忳,1,False,,passed all layers — likely truly disappeared,
臮,1,False,,passed all layers — likely truly disappeared,
瑨,1,False,,passed all layers — likely truly disappeared,
呇,1,False,,passed all layers — likely truly disappeared,
黰,1,False,,passed all layers — likely truly disappeared,
渀,1,False,,passed all layers — likely truly disappeared,
浕,1,False,,passed all layers — likely truly disappeared,
霃,1,False,,passed all layers — likely truly disappeared,
笇,1,False,,passed all layers — likely truly disappeared,
瀖,1,False,,passed all layers — likely truly disappeared,
瀜,1,False,,passed all layers — likely truly disappeared,
悝,1,False,,passed all layers — likely truly disappeared,
朂,1,False,,passed all layers — likely truly disappeared,
狶,1,False,,passed all layers — likely truly disappeared,
嵡,1,False,,passed all layers — likely truly disappeared,
葘,1,False,,passed all layers — likely truly disappeared,
糒,1,False,,passed all layers — likely truly disappeared,
櫩,1,False,,passed all layers — likely truly disappeared,
曭,1,False,,passed all layers — likely truly disappeared,
鄄,1,False,,passed all layers — likely truly disappeared,
硼,1,False,,passed all layers — likely truly disappeared,
簵,1,False,,passed all layers — likely truly disappeared,
磝,1,False,,passed all layers — likely truly disappeared,
覇,1,True,1,Unihan variant of {'霸'},霸
傜,1,True,1,Unihan variant of {'徭'},徭
皡,1,True,1,Unihan variant of {'皞'},皞
庪,1,False,,passed all layers — likely truly disappeared,
韔,1,False,,passed all layers — likely truly disappeared,
牑,1,False,,passed all layers — likely truly disappeared,
箚,1,False,,passed all layers — likely truly disappeared,
禴,1,False,,passed all layers — likely truly disappeared,
羑,1,False,,passed all layers — likely truly disappeared,
獹,1,False,,passed all layers — likely truly disappeared,
佨,1,False,,passed all layers — likely truly disappeared,
瀬,1,False,,passed all layers — likely truly disappeared,
牎,1,False,,passed all layers — likely truly disappeared,
鷼,1,False,,passed all layers — likely truly disappeared,
渧,1,False,,passed all layers — likely truly disappeared,
烔,1,False,,passed all layers — likely truly disappeared,
籫,1,False,,passed all layers — likely truly disappeared,
謢,1,False,,passed all layers — likely truly disappeared,
矝,1,False,,passed all layers — likely truly disappeared,
閇,1,False,,passed all layers — likely truly disappeared,
爑,1,False,,passed all layers — likely truly disappeared,
肹,1,False,,passed all layers — likely truly disappeared,
踷,1,False,,passed all layers — likely truly disappeared,
凴,1,False,,passed all layers — likely truly disappeared,
綊,1,False,,passed all layers — likely truly disappeared,
悕,1,False,,passed all layers — likely truly disappeared,
滛,1,False,,passed all layers — likely truly disappeared,
垗,1,False,,passed all layers — likely truly disappeared,
簮,1,False,,passed all layers — likely truly disappeared,
厶,1,True,1,Unihan variant of {'某'},某
嗍,1,False,,passed all layers — likely truly disappeared,
瞐,1,False,,passed all layers — likely truly disappeared,
傦,1,False,,passed all layers — likely truly disappeared,
缐,1,False,,passed all layers — likely truly disappeared,
隝,1,False,,passed all layers — likely truly disappeared,
啇,1,False,,passed all layers — likely truly disappeared,
鶆,1,False,,passed all layers — likely truly disappeared,
蟖,1,False,,passed all layers — likely truly disappeared,
桍,1,False,,passed all layers — likely truly disappeared,
関,1,False,,passed all layers — likely truly disappeared,
綩,1,False,,passed all layers — likely truly disappeared,
鍳,1,False,,passed all layers — likely truly disappeared,
仵,1,False,,passed all layers — likely truly disappeared,
柫,1,False,,passed all layers — likely truly disappeared,
珎,1,True,1,Unihan variant of {'珍'},珍
栛,1,True,1,Unihan variant of {'荔'},荔
塩,1,False,,passed all layers — likely truly disappeared,
顐,1,False,,passed all layers — likely truly disappeared,
爮,1,False,,passed all layers — likely truly disappeared,
晳,1,True,1,Unihan variant of {'晰'},晰
齢,1,False,,passed all layers — likely truly disappeared,
枤,1,False,,passed all layers — likely truly disappeared,
釼,1,False,,passed all layers — likely truly disappeared,
舩,1,False,,passed all layers — likely truly disappeared,
豓,1,False,,passed all layers — likely truly disappeared,
嚢,1,False,,passed all layers — likely truly disappeared,
诖,1,False,,passed all layers — likely truly disappeared,
莨,1,False,,passed all layers — likely truly disappeared,
茌,1,False,,passed all layers — likely truly disappeared,
褣,1,False,,passed all layers — likely truly disappeared,
隷,1,False,,passed all layers — likely truly disappeared,
灀,1,False,,passed all layers — likely truly disappeared,
廙,1,False,,passed all layers — likely truly disappeared,
乗,1,False,,passed all layers — likely truly disappeared,
洘,1,False,,passed all layers — likely truly disappeared,
糭,1,False,,passed all layers — likely truly disappeared,
掿,1,False,,passed all layers — likely truly disappeared,
袙,1,False,,passed all layers — likely truly disappeared,
亁,1,True,1,Unihan variant of {'乾'},乾
稬,1,True,1,Unihan variant of {'糯'},糯
銕,1,False,,passed all layers — likely truly disappeared,
狔,1,False,,passed all layers — likely truly disappeared,
嘌,1,False,,passed all layers — likely truly disappeared,
跥,1,True,1,Unihan variant of {'跺'},跺
諕,1,False,,passed all layers — likely truly disappeared,
萡,1,False,,passed all layers — likely truly disappeared,
痖,1,False,,passed all layers — likely truly disappeared,
儱,1,False,,passed all layers — likely truly disappeared,
圝,1,False,,passed all layers — likely truly disappeared,
柦,1,False,,passed all layers — likely truly disappeared,
廹,1,True,1,Unihan variant of {'迫'},迫
渕,1,False,,passed all layers — likely truly disappeared,
憍,1,False,,passed all layers — likely truly disappeared,
廅,1,False,,passed all layers — likely truly disappeared,
躰,1,False,,passed all layers — likely truly disappeared,
昫,1,False,,passed all layers — likely truly disappeared,
蠈,1,False,,passed all layers — likely truly disappeared,
懱,1,False,,passed all layers — likely truly disappeared,
獓,1,False,,passed all layers — likely truly disappeared,
憁,1,False,,passed all layers — likely truly disappeared,
眓,1,False,,passed all layers — likely truly disappeared,
劁,1,False,,passed all layers — likely truly disappeared,
笐,1,False,,passed all layers — likely truly disappeared,
溻,1,False,,passed all layers — likely truly disappeared,
鴧,1,False,,passed all layers — likely truly disappeared,
脋,1,False,,passed all layers — likely truly disappeared,
凚,1,False,,passed all layers — likely truly disappeared,
芚,1,False,,passed all layers — likely truly disappeared,
踥,1,False,,passed all layers — likely truly disappeared,
螵,1,False,,passed all layers — likely truly disappeared,
闶,1,False,,passed all layers — likely truly disappeared,
絸,1,False,,passed all layers — likely truly disappeared,
袎,1,False,,passed all layers — likely truly disappeared,
樔,1,False,,passed all layers — likely truly disappeared,
爊,1,False,,passed all layers — likely truly disappeared,
縓,1,False,,passed all layers — likely truly disappeared,
膰,1,False,,passed all layers — likely truly disappeared,
薍,1,False,,passed all layers — likely truly disappeared,
髿,1,False,,passed all layers — likely truly disappeared,
呞,1,False,,passed all layers — likely truly disappeared,
矕,1,False,,passed all layers — likely truly disappeared,
哤,1,False,,passed all layers — likely truly disappeared,
憃,1,False,,passed all layers — likely truly disappeared,
倕,1,False,,passed all layers — likely truly disappeared,
觰,1,False,,passed all layers — likely truly disappeared,
塈,1,False,,passed all layers — likely truly disappeared,
椔,1,False,,passed all layers — likely truly disappeared,
坲,1,False,,passed all layers — likely truly disappeared,
耵,1,False,,passed all layers — likely truly disappeared,
聍,1,False,,passed all layers — likely truly disappeared,
欂,1,False,,passed all layers — likely truly disappeared,
輘,1,False,,passed all layers — likely truly disappeared,
拕,1,True,1,Unihan variant of {'拖'},拖
轜,1,False,,passed all layers — likely truly disappeared,
繣,1,False,,passed all layers — likely truly disappeared,
囐,1,False,,passed all layers — likely truly disappeared,
薲,1,False,,passed all layers — likely truly disappeared,
苯,1,False,,passed all layers — likely truly disappeared,
穮,1,False,,passed all layers — likely truly disappeared,
雱,1,False,,passed all layers — likely truly disappeared,
樕,1,False,,passed all layers — likely truly disappeared,
軖,1,False,,passed all layers — likely truly disappeared,
璖,1,False,,passed all layers — likely truly disappeared,
溵,1,False,,passed all layers — likely truly disappeared,
甈,1,False,,passed all layers — likely truly disappeared,
莾,1,False,,passed all layers — likely truly disappeared,
冃,1,False,,passed all layers — likely truly disappeared,
熯,1,False,,passed all layers — likely truly disappeared,
珌,1,False,,passed all layers — likely truly disappeared,
琫,1,False,,passed all layers — likely truly disappeared,
鍜,1,False,,passed all layers — likely truly disappeared,
秅,1,False,,passed all layers — likely truly disappeared,
秝,1,False,,passed all layers — likely truly disappeared,
眭,1,False,,passed all layers — likely truly disappeared,
皻,1,False,,passed all layers — likely truly disappeared,
豭,1,False,,passed all layers — likely truly disappeared,
狦,1,False,,passed all layers — likely truly disappeared,
獌,1,False,,passed all layers — likely truly disappeared,
瀄,1,False,,passed all layers — likely truly disappeared,
鰅,1,False,,passed all layers — likely truly disappeared,
庨,1,False,,passed all layers — likely truly disappeared,
酙,1,False,,passed all layers — likely truly disappeared,
鼛,1,False,,passed all layers — likely truly disappeared,
頥,1,False,,passed all layers — likely truly disappeared,
禬,1,False,,passed all layers — likely truly disappeared,
罦,1,False,,passed all layers — likely truly disappeared,
鑚,1,False,,passed all layers — likely truly disappeared,
郈,1,False,,passed all layers — likely truly disappeared,
惞,1,False,,passed all layers — likely truly disappeared,
僁,1,False,,passed all layers — likely truly disappeared,
謷,1,False,,passed all layers — likely truly disappeared,
舋,1,False,,passed all layers — likely truly disappeared,
瑷,1,False,,passed all layers — likely truly disappeared,
撙,1,False,,passed all layers — likely truly disappeared,
樏,1,False,,passed all layers — likely truly disappeared,
鬛,1,False,,passed all layers — likely truly disappeared,
犭,1,True,1,Unihan variant of {'犬'},犬
蘯,1,False,,passed all layers — likely truly disappeared,
棆,1,False,,passed all layers — likely truly disappeared,
飁,1,False,,passed all layers — likely truly disappeared,
抏,1,False,,passed all layers — likely truly disappeared,
柈,1,False,,passed all layers — likely truly disappeared,
櫐,1,False,,passed all layers — likely truly disappeared,
嵥,1,False,,passed all layers — likely truly disappeared,
寳,1,True,1,Unihan variant of {'宝'},宝
聴,1,False,,passed all layers — likely truly disappeared,
鄬,1,False,,passed all layers — likely truly disappeared,
鄀,1,False,,passed all layers — likely truly disappeared,
龠,1,False,,passed all layers — likely truly disappeared,
矖,1,False,,passed all layers — likely truly disappeared,
斌,1,True,1,Unihan variant of {'彬'},彬
脽,1,False,,passed all layers — likely truly disappeared,
匌,1,False,,passed all layers — likely truly disappeared,
堮,1,False,,passed all layers — likely truly disappeared,
瀩,1,False,,passed all layers — likely truly disappeared,
昈,1,False,,passed all layers — likely truly disappeared,
榞,1,False,,passed all layers — likely truly disappeared,
蓺,1,True,1,Unihan variant of {'埶'},埶
麽,1,True,1,Unihan variant of {'么'},么
墍,1,False,,passed all layers — likely truly disappeared,
溔,1,False,,passed all layers — likely truly disappeared,
柎,1,False,,passed all layers — likely truly disappeared,
晅,1,False,,passed all layers — likely truly disappeared,
蚡,1,False,,passed all layers — likely truly disappeared,
軃,1,False,,passed all layers — likely truly disappeared,
禫,1,False,,passed all layers — likely truly disappeared,
蚑,1,False,,passed all layers — likely truly disappeared,
螆,1,True,1,Unihan variant of {'蚝'},蚝
揺,1,True,1,Unihan variant of {'摇'},摇
刱,1,False,,passed all layers — likely truly disappeared,
苷,1,False,,passed all layers — likely truly disappeared,
彣,1,False,,passed all layers — likely truly disappeared,
暡,1,False,,passed all layers — likely truly disappeared,
腲,1,False,,passed all layers — likely truly disappeared,
羺,1,False,,passed all layers — likely truly disappeared,
莦,1,False,,passed all layers — likely truly disappeared,
儽,1,False,,passed all layers — likely truly disappeared,
譣,1,False,,passed all layers — likely truly disappeared,
椮,1,False,,passed all layers — likely truly disappeared,
罓,1,False,,passed all layers — likely truly disappeared,
皾,1,False,,passed all layers — likely truly disappeared,
荎,1,False,,passed all layers — likely truly disappeared,
訽,1,False,,passed all layers — likely truly disappeared,
疓,1,False,,passed all layers — likely truly disappeared,
狚,1,False,,passed all layers — likely truly disappeared,
麀,1,False,,passed all layers — likely truly disappeared,
朎,1,False,,passed all layers — likely truly disappeared,
枡,1,False,,passed all layers — likely truly disappeared,
桭,1,False,,passed all layers — likely truly disappeared,
螙,1,False,,passed all layers — likely truly disappeared,
涶,1,True,1,Unihan variant of {'唾'},唾
杄,1,False,,passed all layers — likely truly disappeared,
鵿,1,False,,passed all layers — likely truly disappeared,
荖,1,False,,passed all layers — likely truly disappeared,
揁,1,False,,passed all layers — likely truly disappeared,
冞,1,False,,passed all layers — likely truly disappeared,
芿,1,False,,passed all layers — likely truly disappeared,
仭,1,False,,passed all layers — likely truly disappeared,
簜,1,False,,passed all layers — likely truly disappeared,
様,1,False,,passed all layers — likely truly disappeared,
畺,1,True,1,Unihan variant of {'疆'},疆
冺,1,False,,passed all layers — likely truly disappeared,
碐,1,False,,passed all layers — likely truly disappeared,
磳,1,False,,passed all layers — likely truly disappeared,
柧,1,False,,passed all layers — likely truly disappeared,
椾,1,False,,passed all layers — likely truly disappeared,
胔,1,False,,passed all layers — likely truly disappeared,
瓀,1,False,,passed all layers — likely truly disappeared,
貁,1,False,,passed all layers — likely truly disappeared,
铚,1,False,,passed all layers — likely truly disappeared,
鷠,1,False,,passed all layers — likely truly disappeared,
櫴,1,False,,passed all layers — likely truly disappeared,
愵,1,False,,passed all layers — likely truly disappeared,
栭,1,False,,passed all layers — likely truly disappeared,
禘,1,False,,passed all layers — likely truly disappeared,
橎,1,False,,passed all layers — likely truly disappeared,
槢,1,False,,passed all layers — likely truly disappeared,
櫁,1,False,,passed all layers — likely truly disappeared,
橞,1,False,,passed all layers — likely truly disappeared,
瞹,1,False,,passed all layers — likely truly disappeared,
麧,1,False,,passed all layers — likely truly disappeared,
蓡,1,False,,passed all layers — likely truly disappeared,
蔆,1,False,,passed all layers — likely truly disappeared,
髋,1,False,,passed all layers — likely truly disappeared,
阺,1,False,,passed all layers — likely truly disappeared,
鎃,1,False,,passed all layers — likely truly disappeared,
摫,1,False,,passed all layers — likely truly disappeared,
棿,1,False,,passed all layers — likely truly disappeared,
攡,1,False,,passed all layers — likely truly disappeared,
屝,1,False,,passed all layers — likely truly disappeared,
轕,1,False,,passed all layers — likely truly disappeared,
擖,1,False,,passed all layers — likely truly disappeared,
鋞,1,False,,passed all layers — likely truly disappeared,
嵳,1,False,,passed all layers — likely truly disappeared,
耴,1,False,,passed all layers — likely truly disappeared,
筁,1,False,,passed all layers — likely truly disappeared,
厪,1,True,1,Unihan variant of {'廑'},廑
緵,1,False,,passed all layers — likely truly disappeared,
稑,1,False,,passed all layers — likely truly disappeared,
硩,1,False,,passed all layers — likely truly disappeared,
簎,1,False,,passed all layers — likely truly disappeared,
柖,1,False,,passed all layers — likely truly disappeared,
泂,1,False,,passed all layers — likely truly disappeared,
濎,1,False,,passed all layers — likely truly disappeared,
埞,1,False,,passed all layers — likely truly disappeared,
蚛,1,False,,passed all layers — likely truly disappeared,
硐,1,False,,passed all layers — likely truly disappeared,
跉,1,False,,passed all layers — likely truly disappeared,
揌,1,False,,passed all layers — likely truly disappeared,
篊,1,False,,passed all layers — likely truly disappeared,
枅,1,False,,passed all layers — likely truly disappeared,
椵,1,False,,passed all layers — likely truly disappeared,
緉,1,False,,passed all layers — likely truly disappeared,
潊,1,False,,passed all layers — likely truly disappeared,
俀,1,False,,passed all layers — likely truly disappeared,
鸖,1,False,,passed all layers — likely truly disappeared,
啨,1,False,,passed all layers — likely truly disappeared,
脗,1,False,,passed all layers — likely truly disappeared,
朘,1,False,,passed all layers — likely truly disappeared,
珏,1,False,,passed all layers — likely truly disappeared,
觵,1,True,1,Unihan variant of {'觥'},觥
鋾,1,False,,passed all layers — likely truly disappeared,
攉,1,False,,passed all layers — likely truly disappeared,
疕,1,False,,passed all layers — likely truly disappeared,
漯,1,False,,passed all layers — likely truly disappeared,
芤,1,False,,passed all layers — likely truly disappeared,
炴,1,False,,passed all layers — likely truly disappeared,
娒,1,False,,passed all layers — likely truly disappeared,
縁,1,False,,passed all layers — likely truly disappeared,
昩,1,True,1,Unihan variant of {'昧'},昧
墯,1,False,,passed all layers — likely truly disappeared,
餢,1,False,,passed all layers — likely truly disappeared,
呅,1,False,,passed all layers — likely truly disappeared,
莬,1,False,,passed all layers — likely truly disappeared,
姙,1,False,,passed all layers — likely truly disappeared,
頼,1,False,,passed all layers — likely truly disappeared,
櫉,1,False,,passed all layers — likely truly disappeared,
歩,1,False,,passed all layers — likely truly disappeared,
噐,1,True,1,Unihan variant of {'器'},器
袟,1,False,,passed all layers — likely truly disappeared,
栔,1,False,,passed all layers — likely truly disappeared,
荗,1,False,,passed all layers — likely truly disappeared,
栥,1,False,,passed all layers — likely truly disappeared,
奣,1,False,,passed all layers — likely truly disappeared,
偅,1,False,,passed all layers — likely truly disappeared,
泎,1,False,,passed all layers — likely truly disappeared,
傒,1,False,,passed all layers — likely truly disappeared,
嫰,1,False,,passed all layers — likely truly disappeared,
邔,1,False,,passed all layers — likely truly disappeared,
徍,1,False,,passed all layers — likely truly disappeared,
恞,1,False,,passed all layers — likely truly disappeared,
瀔,1,False,,passed all layers — likely truly disappeared,
砲,1,True,1,Unihan variant of {'炮'},炮
笁,1,False,,passed all layers — likely truly disappeared,
浟,1,False,,passed all layers — likely truly disappeared,
祶,1,False,,passed all layers — likely truly disappeared,
飃,1,False,,passed all layers — likely truly disappeared,
枏,1,True,1,Unihan variant of {'楠'},楠
媍,1,False,,passed all layers — likely truly disappeared,
壀,1,False,,passed all layers — likely truly disappeared,
镠,1,False,,passed all layers — likely truly disappeared,
濴,1,False,,passed all layers — likely truly disappeared,
蜲,1,False,,passed all layers — likely truly disappeared,
鈌,1,False,,passed all layers — likely truly disappeared,
摏,1,False,,passed all layers — likely truly disappeared,
楅,1,False,,passed all layers — likely truly disappeared,
瑉,1,False,,passed all layers — likely truly disappeared,
甀,1,False,,passed all layers — likely truly disappeared,
釆,1,False,,passed all layers — likely truly disappeared,
摝,1,False,,passed all layers — likely truly disappeared,
媱,1,False,,passed all layers — likely truly disappeared,
裰,1,False,,passed all layers — likely truly disappeared,
邉,1,False,,passed all layers — likely truly disappeared,
枓,1,False,,passed all layers — likely truly disappeared,
埵,1,False,,passed all layers — likely truly disappeared,
蕀,1,False,,passed all layers — likely truly disappeared,
檏,1,False,,passed all layers — likely truly disappeared,
浛,1,False,,passed all layers — likely truly disappeared,
閙,1,False,,passed all layers — likely truly disappeared,
岇,1,False,,passed all layers — likely truly disappeared,
畐,1,False,,passed all layers — likely truly disappeared,
墼,1,False,,passed all layers — likely truly disappeared,
黡,1,False,,passed all layers — likely truly disappeared,
椈,1,False,,passed all layers — likely truly disappeared,
臁,1,False,,passed all layers — likely truly disappeared,
驆,1,False,,passed all layers — likely truly disappeared,
嚾,1,False,,passed all layers — likely truly disappeared,
擈,1,False,,passed all layers — likely truly disappeared,
覤,1,False,,passed all layers — likely truly disappeared,
艽,1,False,,passed all layers — likely truly disappeared,
芎,1,False,,passed all layers — likely truly disappeared,
頞,1,False,,passed all layers — likely truly disappeared,
柸,1,False,,passed all layers — likely truly disappeared,
玱,1,False,,passed all layers — likely truly disappeared,
癊,1,False,,passed all layers — likely truly disappeared,
砗,1,False,,passed all layers — likely truly disappeared,
磲,1,False,,passed all layers — likely truly disappeared,
崅,1,False,,passed all layers — likely truly disappeared,
萠,1,False,,passed all layers — likely truly disappeared,
觧,1,True,1,Unihan variant of {'解'},解
舕,1,False,,passed all layers — likely truly disappeared,
毐,1,False,,passed all layers — likely truly disappeared,
簔,1,False,,passed all layers — likely truly disappeared,
甤,1,True,1,Unihan variant of {'蕤'},蕤
堌,1,False,,passed all layers — likely truly disappeared,
涞,1,False,,passed all layers — likely truly disappeared,
褏,1,False,,passed all layers — likely truly disappeared,
穞,1,False,,passed all layers — likely truly disappeared,
飍,1,False,,passed all layers — likely truly disappeared,
駄,1,False,,passed all layers — likely truly disappeared,
銙,1,False,,passed all layers — likely truly disappeared,
忼,1,True,1,Unihan variant of {'慷'},慷
飉,1,False,,passed all layers — likely truly disappeared,
鸃,1,False,,passed all layers — likely truly disappeared,
燝,1,False,,passed all layers — likely truly disappeared,
禷,1,False,,passed all layers — likely truly disappeared,
旜,1,False,,passed all layers — likely truly disappeared,
攃,1,False,,passed all layers — likely truly disappeared,
矐,1,False,,passed all layers — likely truly disappeared,
